feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
30.32,33.59,,10.2,10.19,10.19,251.29,-0.41,24.17,0.06,0.1,0.11,1.11,30.97,9.72,311.79,,0.0,0.0,0.0,1.0
-50.05,-63.93,,1.81,4.61,4.61,,,,,21.7,27.72,1.28,-50.05,21.7,-230.61,,20.77,,0.0,1.0
26.59,31.94,,5.36,6.48,6.48,170.35,29.05,26.01,,0.17,0.2,1.2,122.58,16.73,158.95,,0.0,33.86,54.85,1.0
28.81,91.58,10.43,0.04,0.6,0.6,131.8,50.04,89.34,,0.69,2.18,3.18,28.81,68.54,42.04,0.53,0.0,0.0,0.0,1.0
21.91,33.58,4.33,1.18,2.61,2.61,71.97,34.99,24.4,,0.35,0.53,1.53,137.95,34.73,108.39,6.26,0.0,22.94,70.72,1.0
3.68,39.13,2.0,0.28,0.95,1.05,198.04,119.75,177.41,17.72,0.91,9.62,10.62,17.15,90.59,4.67,1.99,0.0,7.33,69.5,1.0
6.71,13.29,4.22,1.21,1.54,1.54,229.1,37.9,111.96,,49.51,98.06,1.98,16.98,49.51,19.35,2.13,0.0,6.46,43.55,1.0
32.51,77.52,8.23,0.48,1.58,1.58,92.11,54.18,49.24,0.14,0.58,1.38,2.38,177.18,58.07,69.01,2.93,0.0,36.61,75.02,1.0
0.37,5.27,4.0,0.04,0.14,0.14,1803.97,333.11,3615.34,,0.93,13.22,14.22,0.37,92.97,4.82,0.08,0.0,0.0,0.0,1.0
14.58,19.29,,1.62,4.09,4.09,106.13,63.48,25.34,,24.43,32.32,1.32,14.58,24.43,59.68,,0.29,0.0,0.0,1.0
1.57,29.78,0.23,0.61,1.12,1.12,54.15,14.31,33.74,,0.95,17.98,18.98,185.72,94.73,8.76,1.21,0.0,27.4,89.53,1.0
11.15,43.48,3.64,0.12,0.65,1.24,118.79,45.14,69.47,50.55,74.36,290.0,3.9,28.11,74.36,21.65,2.73,13.02,3.99,31.4,1.0
4.98,23.3,,0.55,1.3,1.3,207.3,114.74,107.77,,0.77,3.59,4.67,65.98,76.71,8.1,6.31,21.59,26.81,65.37,1.0
20.74,22.6,34.13,12.94,12.94,12.94,599.09,,45.79,,0.08,0.09,1.09,35.12,8.24,251.72,,0.0,23.67,34.72,1.0
55.21,68.5,,4.08,4.51,4.51,46.58,3.77,8.93,,0.19,0.24,1.24,55.21,19.39,301.81,6.39,0.0,0.0,0.0,1.0
7.69,9.26,,5.73,9.78,9.78,252.53,76.06,18.8,0.14,16.93,20.38,1.2,16.58,16.93,92.7,3.51,0.0,4.68,19.88,1.0
48.03,54.87,49.38,3.26,5.52,5.69,374.26,104.08,46.13,8.13,0.12,0.14,1.14,48.03,12.46,408.94,3.01,0.0,0.0,0.0,1.0
-2.72,-41.01,-1.0,0.08,0.25,0.41,133.57,20.49,74.99,19.46,0.93,14.09,15.09,4.25,93.37,5.18,0.11,36.61,2.56,40.43,1.0
3.66,73.14,62.62,1.05,1.05,1.05,6234.19,,5857.45,,0.95,19.0,20.0,3.97,95.0,3.85,,0.0,5.44,6.34,1.0
14.29,23.03,10.88,0.1,2.32,2.58,277.21,123.34,55.65,14.42,37.95,61.18,1.61,21.93,37.95,44.54,1.69,0.0,4.21,18.53,1.0
55.45,77.13,,0.57,1.87,1.88,270.93,76.86,59.33,1.1,0.28,0.39,1.39,65.1,28.11,209.94,1.33,0.0,5.22,8.26,1.0
0.06,2.04,1.27,5.85,5.85,13.69,3218.98,,16.94,132.7,97.29,3595.77,36.96,0.19,97.29,0.9,1.03,0.0,3.05,11.96,1.0
-13.89,-30.85,-3.11,0.1,0.11,0.34,81.63,0.59,43.13,9.88,54.98,122.14,2.22,30.91,54.98,-4.15,0.55,0.0,10.05,100.94,1.0
-16.66,-21.8,-80.9,2.28,2.28,2.28,1767.58,,412.2,,23.58,30.85,1.31,-16.66,23.58,2.88,1.65,0.0,0.0,0.0,1.0
-89.63,-13413.51,-439.2,0.19,0.2,1.01,1656.2,28.04,1752.21,1406.87,99.33,14864.86,149.65,-89.63,99.33,-90.24,,0.0,0.0,0.0,1.0
14.76,15.97,7.92,13.27,13.27,13.27,195.23,,14.55,,0.08,0.08,1.08,14.76,7.54,195.88,,0.0,0.0,0.0,1.0
28.26,42.45,12.22,1.73,2.68,2.68,157.35,49.6,52.03,,0.33,0.5,1.5,29.78,33.43,97.74,6.46,0.0,0.66,1.77,1.0
0.28,0.91,0.31,0.42,0.47,0.47,221.08,14.99,277.62,,0.69,2.26,3.26,19.11,69.35,9.22,0.46,0.21,15.52,53.93,1.0
21.42,137.05,4.2,1.24,1.74,1.74,71.44,7.75,15.48,,0.84,5.4,6.4,24.21,84.37,38.13,0.26,0.0,0.33,3.56,1.0
11.1,48.1,15.26,0.69,1.43,1.43,500.28,143.07,194.53,,0.77,3.33,4.33,17.37,76.92,37.1,1.38,37.6,8.61,21.57,1.0
4.53,23.57,3.02,0.52,1.24,1.24,242.13,139.13,192.79,,80.77,419.96,5.2,23.65,80.77,5.61,,0.0,12.72,64.46,1.0
14.4,35.04,5.47,1.44,1.57,1.57,138.32,10.61,60.42,,0.59,1.43,2.43,19.44,58.89,28.17,5.54,14.65,1.58,14.62,1.0
-3.42,1810.57,-3.54,0.1,0.13,0.87,376.21,9.75,333.66,248.34,1.0,-529.75,-528.75,0.41,100.19,1.12,0.47,0.0,3.96,60.53,1.0
7.6,24.91,,0.25,0.33,0.33,602.83,33.08,413.94,,0.69,2.28,3.28,14.56,69.48,18.0,0.4,0.0,8.46,23.31,1.0
22.76,38.22,,0.81,1.64,2.55,235.6,59.62,71.97,65.51,0.4,0.68,1.68,56.89,40.44,65.52,2.82,0.0,16.94,38.09,1.0
7.05,38.28,9.52,1.85,13.86,14.81,491.74,21.92,15.61,14.78,0.82,4.43,5.43,16.32,81.58,11.2,1.85,0.0,9.08,33.11,1.0
-88.56,123.08,-259.69,0.23,4.45,4.45,1067.43,1000.8,224.28,,1.72,-2.39,-1.39,-88.56,171.95,-51.5,,1.25,0.0,0.0,1.0
17.18,22.2,,2.99,4.28,4.46,119.09,31.45,24.33,4.34,0.23,0.29,1.29,137.06,22.62,96.47,11.94,0.0,26.52,54.43,1.0
18.02,19.05,73.28,18.57,18.57,18.57,1480.02,,78.65,,5.38,5.69,1.06,18.02,5.38,334.72,,0.01,0.0,0.0,1.0
34.25,57.31,45.51,0.62,2.11,2.11,483.64,224.56,150.76,,0.4,0.67,1.67,34.25,40.23,127.17,2.05,0.0,0.0,0.0,1.0
-0.79,-1.17,-0.33,1.32,3.11,3.11,151.56,86.25,48.25,,32.19,47.47,1.47,50.18,32.19,-2.45,,0.0,21.22,60.34,1.0
8.18,46.28,,0.58,2.33,2.33,84.58,62.99,35.91,,82.32,465.51,5.66,8.18,82.32,9.94,,0.0,0.0,0.0,1.0
16.29,18.0,27.99,6.56,10.53,10.53,326.52,233.1,58.77,,0.09,0.1,1.1,16.29,9.5,171.48,,0.0,0.0,0.0,1.0
0.79,-56.67,1.49,0.02,0.55,0.55,683.75,353.34,670.78,0.25,1.01,-72.59,-71.62,7.27,101.36,5.65,-0.04,0.0,8.83,73.46,1.0
4.03,13.34,,0.6,1.27,1.27,403.11,169.67,249.12,,0.7,2.31,3.31,4.48,69.76,8.24,1.62,1.26,0.36,4.06,1.0
2.57,9.85,3.16,0.43,0.92,1.32,446.05,156.83,320.12,130.67,0.74,2.83,3.83,20.97,73.86,4.85,7.27,0.0,16.08,45.07,1.0
40.57,68.83,,1.85,2.44,2.44,167.09,39.97,67.86,,0.41,0.7,1.7,40.57,41.06,98.79,,0.0,0.0,0.0,1.0
24.06,57.25,12.41,1.12,1.22,1.72,187.73,8.71,87.48,47.11,0.58,1.38,2.38,51.56,57.98,46.73,3.76,5.53,14.18,43.03,1.0
25.29,27.21,78.18,14.17,14.17,14.17,1125.26,,78.55,,7.06,7.59,1.08,25.29,7.06,358.33,,0.0,0.0,0.0,1.0
13.46,14.25,1.36,20.44,20.44,20.44,36.8,,1.78,,5.53,5.85,1.06,16.1,5.53,243.64,,0.0,0.27,12.51,1.0
10.86,59.28,6.79,0.24,1.06,1.06,227.58,151.59,183.84,,0.82,4.46,5.46,10.86,81.68,25.62,1.37,0.0,0.0,0.0,1.0
8.03,99.07,2.16,-0.23,1.16,1.16,97.89,66.97,48.32,,0.92,11.34,12.34,9.22,91.89,15.23,1.2,7.99,0.24,10.49,1.0
47.91,79.7,,0.76,2.53,2.53,498.54,345.13,195.04,,0.4,0.66,1.66,47.91,39.88,120.13,,0.0,0.0,0.0,1.0
24.45,26.36,3.64,13.79,13.79,13.79,54.26,,3.89,,0.07,0.08,1.08,24.45,7.25,337.08,,0.0,0.0,0.0,1.0
1.74,5.98,1.72,0.12,0.31,0.48,360.45,43.89,91.79,40.88,0.71,2.44,3.44,15.61,70.92,8.62,0.99,38.99,9.45,74.51,1.0
15.38,17.06,,10.09,10.09,10.09,648.52,,63.2,,0.1,0.11,1.11,15.38,9.85,156.04,,0.0,0.0,0.0,1.0
6.43,47.05,,5.18,6.0,6.0,1153.86,91.28,111.83,,0.86,6.31,7.31,6.43,86.33,12.58,0.34,0.0,0.0,0.0,1.0
-7.91,-66.82,,0.45,0.56,0.56,1111.7,86.53,828.79,,0.88,7.45,8.45,0.09,88.17,0.66,0.42,0.0,18.6,91.36,1.0
-0.06,-656.09,,0.07,0.78,0.87,6171.68,2930.32,4141.1,377.02,1.0,10377.81,10378.81,2.26,99.99,0.44,0.0,0.16,27.62,64.22,1.0
8.92,38.28,4.85,1.07,1.3,1.3,197.72,35.07,149.96,,0.77,3.29,4.29,22.57,76.69,11.64,,0.0,7.42,28.03,1.0
49.01,134.7,,1.51,1.51,1.59,131.9,,81.11,6.12,0.64,1.75,2.75,104.99,63.61,77.04,,0.0,14.97,34.63,1.0
39.6,44.57,,8.96,8.96,8.96,93.13,,10.28,,0.11,0.13,1.13,39.6,11.16,354.7,,0.0,0.0,0.0,1.0
59.97,74.34,,5.17,5.17,5.17,358.63,,88.49,,0.19,0.24,1.24,59.97,19.33,310.24,,0.0,0.0,0.0,1.0
13.84,30.74,5.45,0.08,0.37,1.74,107.59,22.78,69.91,106.6,0.55,1.22,2.22,27.18,54.98,26.14,9.86,5.66,5.26,41.17,1.0
5.38,5.87,0.64,11.9,11.9,11.9,43.06,,3.58,,8.4,9.18,1.09,5.38,8.4,63.96,,0.0,0.0,0.0,1.0
35.22,39.73,60.31,7.89,8.81,8.81,623.31,64.38,69.96,,0.11,0.13,1.13,35.22,11.35,310.36,,0.0,0.0,0.0,1.0
2.68,9.32,1.52,0.49,1.6,1.61,206.3,100.65,112.64,0.83,0.71,2.48,3.48,23.33,71.26,5.2,3.0,0.0,8.63,85.53,1.0
0.15,1085.25,0.07,0.22,1.02,1.02,159.2,99.39,124.02,,1.0,7116.31,7117.31,7.3,99.99,0.15,0.0,0.0,2.22,63.36,1.0
1.81,-44.26,2.26,0.0,0.06,0.07,456.38,28.07,469.1,3.17,1.04,-25.52,-24.52,6.52,104.08,22.38,-0.04,0.0,4.36,10.99,1.0
-17.33,45.91,,0.47,0.47,0.47,,,,,137.75,-364.9,-2.65,-17.33,137.75,-12.58,-0.49,0.0,,,1.0
21.44,25.03,,6.96,6.96,6.96,766.27,,108.91,,0.14,0.17,1.17,22.98,14.37,149.17,,0.0,2.4,3.92,1.0
35.42,84.5,,1.43,1.49,1.49,154.65,4.7,88.83,,0.58,1.39,2.39,36.89,58.08,61.44,3.3,0.0,0.47,2.29,1.0
6.28,25.44,,1.11,1.23,1.23,232.7,2.14,17.29,,75.32,305.23,4.05,11.54,75.32,26.38,0.27,0.0,2.49,12.45,1.0
-91.92,-164.32,,1.12,1.25,1.25,,,,,44.06,78.77,1.79,-91.92,44.06,-106.34,1.24,0.0,,,1.0
21.86,23.3,,16.22,16.22,16.22,707.82,,43.16,,0.06,0.07,1.07,21.86,6.17,354.58,,0.0,0.0,0.0,1.0
0.03,2.84,0.15,0.14,0.2,0.99,2059.18,129.5,2017.03,1595.84,0.99,109.49,110.49,2.52,99.09,0.13,0.51,0.0,10.86,-329.83,1.0
5.68,18.24,1.45,0.09,0.98,1.07,92.7,56.36,63.11,5.73,0.69,2.21,3.21,7.66,68.84,19.39,1.19,0.0,0.5,11.3,1.0
15.92,21.65,,1.98,2.97,2.97,111.68,29.14,29.22,,0.26,0.36,1.36,15.92,26.46,103.98,3.48,0.0,0.0,0.0,1.0
2.64,17.74,4.7,3.1,5.2,8.31,647.79,56.95,27.21,84.85,0.85,5.72,6.72,6.86,85.13,22.1,1.48,0.0,7.51,17.72,1.0
17.85,39.62,,15.78,15.92,17.0,766.23,5.68,40.72,44.17,0.55,1.22,2.22,30.89,54.95,39.2,10.88,42.81,21.57,23.15,1.0
5.43,31.85,,0.16,0.77,0.77,222.94,111.79,117.53,,0.83,4.87,5.87,7.82,82.95,14.62,0.48,29.66,1.06,14.16,1.0
0.48,0.65,,0.76,3.54,3.75,605.95,229.65,89.44,19.09,0.25,0.34,1.34,7.75,25.28,2.9,1.88,0.0,8.68,35.93,1.0
42.63,49.34,18.17,0.2,4.65,4.65,155.19,29.7,20.83,,0.14,0.16,1.16,44.82,13.6,440.94,2.34,0.0,0.93,2.96,1.0
23.04,26.64,,,,,397.2,230.61,,,0.14,0.16,1.16,23.04,13.53,170.3,,0.0,0.0,0.0,1.0
22.94,27.42,,6.12,6.12,6.12,341.12,,115.29,,0.16,0.2,1.2,22.94,16.33,140.45,,0.0,0.0,0.0,1.0
21.08,22.95,,12.26,12.26,12.26,1245.26,,100.42,,0.08,0.09,1.09,21.08,8.15,258.49,,0.0,0.0,0.0,1.0
-3.17,-7.77,-6.7,0.23,1.03,1.23,768.44,338.87,424.18,85.32,0.59,1.45,2.45,13.96,59.18,-5.36,1.38,0.0,26.93,83.16,1.0
5.69,19.37,3.06,1.51,2.02,2.02,196.14,32.0,63.0,,0.71,2.41,3.41,69.01,70.64,29.77,1.96,0.0,34.12,66.77,1.0
-0.02,-0.54,,0.09,2.35,2.35,246.99,216.2,89.39,,95.66,2205.16,23.05,22.08,95.66,3.99,0.55,2.59,11.82,24.29,1.0
60.26,95.55,,0.33,2.17,2.19,108.08,69.9,37.85,0.5,0.37,0.59,1.59,88.11,36.93,175.33,2.94,0.0,6.0,18.4,1.0
18.24,41.87,,0.64,1.44,1.49,260.02,116.39,144.9,7.06,0.56,1.3,2.3,26.39,56.43,35.46,2.79,0.0,4.53,19.82,1.0
0.0,0.1,,-0.14,0.05,0.05,13667.03,4199.16,9463.31,,1.0,341.87,342.87,0.0,99.71,0.0,0.0,56.82,0.0,0.0,1.0
33.96,81.7,,0.99,1.55,1.55,139.24,44.65,78.91,,58.42,140.55,2.41,126.78,58.42,61.07,3.89,0.0,26.52,50.85,1.0
13.06,24.23,7.18,0.01,4.85,4.85,200.2,177.52,39.14,,0.46,0.86,1.86,27.28,46.1,32.66,16.2,0.0,5.71,19.95,1.0
-1557.16,-6049.22,,1.35,1.35,1.35,313.79,,230.45,,0.74,2.88,3.88,-1557.16,74.26,362.43,,0.0,0.0,0.0,1.0
-1.62,-5.7,,0.06,1.14,1.3,138.39,106.19,97.66,15.44,0.72,2.52,3.52,1.8,71.57,-0.98,4.06,0.0,0.97,69.27,1.0
18.67,250.41,10.65,0.36,0.78,0.78,207.52,79.66,130.73,,0.93,12.41,13.41,18.67,92.54,36.67,0.27,28.84,0.0,0.0,1.0
1.53,8.14,0.6,1.52,4.83,5.09,143.99,83.7,25.28,6.47,0.81,4.34,5.34,64.1,81.27,2.96,2.13,0.0,24.75,81.18,1.0
-1.61,-73.96,-15.4,0.84,1.38,6.25,3477.13,220.61,413.16,2014.18,0.98,44.86,45.86,-1.61,97.82,-1.65,3.54,0.0,0.0,0.0,1.0
-5.04,23.07,-7.33,0.05,1.17,1.17,530.1,395.97,354.51,2.07,1.22,-5.58,-4.58,10.82,121.8,3.13,1.84,0.0,18.48,62.96,1.0
25.05,92.24,11.04,0.29,1.39,1.39,160.48,71.12,64.74,,0.73,2.68,3.68,25.05,72.84,37.03,1.37,0.0,0.0,0.0,1.0
17.66,20.38,,7.49,7.49,7.49,365.31,,48.25,,0.13,0.15,1.15,17.66,13.35,132.23,,0.0,0.0,0.0,1.0
-6.18,-261.19,,0.04,0.1,1.02,,,,,97.63,4123.81,42.24,-6.18,97.63,-6.33,,0.0,,0.0,1.0
8.27,39.42,9.3,0.29,0.89,0.89,409.46,59.11,97.98,,0.79,3.77,4.77,8.79,79.02,14.12,0.97,37.24,0.49,2.32,1.0
8.07,23.61,9.44,1.01,1.51,1.51,426.11,139.46,244.83,,0.66,1.93,2.93,8.07,65.83,12.25,,7.74,0.0,0.0,1.0
11.01,12.59,4.69,3.4,4.02,6.73,155.19,11.85,17.55,52.29,12.55,14.35,1.14,15.0,12.55,155.63,5.63,1.12,1.7,13.82,1.0
-17.73,-173.07,-3.62,0.96,1.11,1.11,48.42,9.9,66.02,,0.9,8.76,9.76,-17.73,89.75,-19.76,,0.0,0.0,0.0,1.0
-0.23,-5.06,,0.06,0.37,0.37,208.46,56.06,189.62,0.2,0.95,21.21,22.21,11.04,95.5,2.59,0.1,0.0,4.75,50.19,1.0
-0.92,-34.95,-1.7,0.28,0.6,0.86,593.24,204.8,645.77,172.92,97.36,3694.68,37.95,1.57,97.36,2.84,0.17,0.0,4.58,46.74,1.0
19.92,27.56,14.1,2.69,3.61,3.61,257.6,64.53,70.63,,27.72,38.36,1.38,34.37,27.72,71.85,,0.0,10.23,35.94,1.0
24.7,58.64,21.56,0.49,1.89,1.89,317.77,173.12,115.51,,0.58,1.37,2.37,39.2,57.88,51.94,2.35,12.61,12.66,26.98,1.0
6.48,24.13,4.7,1.3,1.37,1.37,264.11,12.77,191.04,,0.73,2.72,3.72,6.48,73.14,8.86,,0.0,0.0,0.0,1.0
48.88,57.62,10.8,6.48,6.59,6.59,80.41,1.34,12.07,,0.15,0.18,1.18,48.88,15.18,322.03,,0.0,0.0,0.0,1.0
1.69,10.3,,0.45,0.71,0.71,107.02,23.03,88.49,,0.84,5.1,6.1,1.69,83.6,31.12,0.4,0.0,0.0,0.0,1.0
-1.12,-1.28,-0.51,1.51,7.78,7.82,167.98,133.32,21.25,0.78,12.79,14.67,1.15,-1.12,12.79,-8.72,,0.0,0.0,0.0,1.0
16.47,18.59,15.85,6.44,12.11,12.14,350.28,139.87,25.3,0.74,0.11,0.13,1.13,30.5,11.43,151.0,8.44,0.0,9.97,29.67,1.0
8.54,14.41,,0.1,0.4,0.4,302.35,32.92,110.38,,0.41,0.69,1.69,19.76,40.77,63.99,0.74,0.0,7.31,20.8,1.0
1.42,4.12,1.77,1.17,1.17,1.47,454.54,,294.41,89.55,0.65,1.9,2.9,1.42,65.49,2.17,9.63,0.0,0.0,0.0,1.0
6.96,36.72,14.66,0.22,0.33,0.33,766.89,53.88,479.26,,0.81,4.28,5.28,15.06,81.05,18.41,0.47,0.0,17.08,30.76,1.0
16.59,25.69,,4.37,4.38,4.38,398.64,0.65,47.96,,25.81,39.96,1.55,23.06,25.81,73.93,11.43,9.26,7.04,18.59,1.0
42.52,49.07,,3.95,5.95,5.95,334.85,87.88,43.86,,0.13,0.15,1.15,42.52,13.35,318.6,4.1,0.0,0.0,0.0,1.0
2.07,8.81,1.07,1.27,1.31,1.31,187.89,4.72,142.08,,0.76,3.25,4.25,24.7,76.46,82.36,,0.0,11.68,76.07,1.0
4.78,27.86,1.3,0.56,1.21,1.21,98.71,52.37,80.87,,0.83,4.83,5.83,17.23,82.84,5.77,,0.0,3.38,57.85,1.0
2.0,4.82,0.65,0.44,0.61,0.61,118.88,11.18,68.63,,0.59,1.41,2.41,36.38,58.51,3.42,0.64,0.0,11.23,82.6,1.0
5.13,33.04,2.9,0.01,0.24,1.18,205.92,21.8,79.38,88.33,0.84,5.44,6.44,33.6,84.48,14.06,1.18,7.3,16.11,60.29,1.0
0.71,3.24,0.73,0.67,0.81,2.49,374.61,16.91,120.79,203.08,0.78,3.55,4.55,5.67,78.01,12.21,3.57,40.79,5.1,25.07,1.0
9.98,27.68,15.08,1.0,1.25,1.25,549.84,86.81,346.16,,0.64,1.77,2.77,26.8,63.93,45.63,1.8,0.0,25.41,28.83,1.0
25.77,34.33,22.15,3.63,3.63,4.01,287.83,,77.31,29.89,24.92,33.19,1.33,80.9,24.92,103.44,,-0.08,37.75,52.97,1.0
1.56,4.36,,0.07,1.56,1.56,189.06,318.4,287.71,,0.64,1.8,2.8,10.04,64.25,2.43,,0.0,7.8,62.38,1.0
-1.25,-3.41,-1.41,0.54,0.65,0.74,410.57,29.65,255.07,23.13,0.63,1.72,2.72,29.33,63.29,0.7,0.69,0.0,24.3,51.86,1.0
8.01,26.24,,0.62,2.76,2.76,73.93,,35.08,,0.69,2.28,3.28,61.53,69.47,11.53,,0.0,10.65,56.81,1.0
16.97,125.4,9.94,0.6,1.16,1.16,213.21,101.62,182.34,,0.86,6.39,7.39,16.97,86.47,19.62,,0.0,0.0,0.0,1.0
1.45,25.54,,0.62,0.98,0.98,1294.36,435.86,1200.44,0.23,0.94,16.62,17.62,13.89,94.33,6.19,0.77,0.0,32.59,47.55,1.0
1.46,2.28,,0.97,2.77,2.78,199.96,124.35,69.1,0.46,0.36,0.56,1.56,9.84,35.79,7.46,25.49,0.0,3.32,37.63,1.0
17.89,56.51,3.78,1.22,1.46,1.46,60.27,12.58,52.03,,68.34,215.87,3.16,17.89,68.34,26.18,,0.0,0.0,0.0,1.0
2.72,34.48,,0.01,0.55,0.55,282.85,91.9,91.77,,92.1,1165.66,12.66,22.49,92.1,8.21,0.31,40.06,11.89,51.62,1.0
24.26,26.28,6.68,13.02,13.02,13.02,96.95,,7.61,,0.08,0.08,1.08,32.59,7.68,315.96,,0.0,2.29,20.57,1.0
62.81,83.83,41.56,2.9,3.24,3.24,226.3,19.53,57.78,,0.25,0.33,1.33,88.42,25.07,286.74,3.49,0.0,16.95,22.07,1.0
0.01,0.04,0.02,-0.11,-0.02,0.99,1143.65,86.1,940.5,950.36,83.15,493.46,5.93,4.72,83.15,1.79,0.96,0.0,14.81,48.68,1.0
11.15,36.34,2.56,0.07,0.12,0.12,83.51,2.29,41.63,,0.69,2.26,3.26,60.77,69.33,45.06,0.56,0.0,8.12,41.42,1.0
-6.72,-7.83,,7.09,7.09,7.09,333.6,,133.31,,14.1,16.41,1.16,-6.72,14.1,-47.7,,0.0,0.0,0.0,1.0
0.64,3.56,,0.61,1.0,1.23,117.7,34.48,92.03,20.69,0.82,4.53,5.54,57.25,81.69,3.44,,0.0,13.48,62.49,1.0
0.12,0.46,,1.69,1.37,1.37,87.88,-22.47,70.38,,0.73,2.67,3.67,0.12,72.75,0.17,,0.0,0.0,0.0,1.0
0.76,1.8,,0.0,1.55,1.6,408.98,342.93,200.07,11.51,0.58,1.38,2.38,17.9,57.97,4.29,4.34,6.75,13.29,64.06,1.0
-2.02,-12.99,,0.04,0.29,0.3,28891.74,1117.63,3776.48,2.46,83.89,538.1,6.41,-2.02,83.89,-2.02,0.9,50.09,0.0,0.0,1.0
15.34,21.1,9.74,1.0,3.67,3.67,115.5,166.12,62.32,,0.27,0.38,1.38,15.34,27.28,56.25,,0.0,0.0,0.0,1.0
31.43,34.8,,10.3,10.3,10.3,127.74,,12.26,,9.71,10.75,1.11,31.43,9.71,323.72,,0.0,0.0,0.0,1.0
-61.23,-77.57,-443.76,4.53,4.55,4.55,2637.93,6.35,549.32,,0.21,0.27,1.27,-36.02,21.06,-202.24,18.42,0.0,182.71,544.91,1.0
19.7,20.87,,17.84,17.84,17.84,959.76,,52.76,,0.06,0.06,1.06,19.7,5.6,351.52,,0.05,0.0,0.0,1.0
12.23,93.73,2.13,-0.05,0.95,0.95,63.35,53.73,53.87,,0.87,6.67,7.67,31.66,86.96,26.18,0.71,0.0,3.38,38.88,1.0
6.0,22.89,1.01,0.56,1.16,1.16,61.31,26.85,35.01,,0.74,2.81,3.81,8.59,73.77,13.8,1.86,16.03,0.44,11.55,1.0
2.8,6.67,4.08,0.43,1.73,1.73,530.27,395.18,303.81,,0.58,1.38,2.38,16.87,57.99,4.83,,0.0,20.5,76.85,1.0
2.93,4.14,3.74,0.54,1.27,1.61,464.3,85.1,117.57,39.81,0.29,0.41,1.41,26.38,29.26,28.74,1.26,0.0,21.84,50.23,1.0
15.08,17.84,7.69,3.28,6.44,6.44,185.74,90.12,28.51,,15.52,18.37,1.18,41.14,15.52,97.15,,0.0,13.3,56.18,1.0
-239.17,80.91,-95.87,0.18,0.28,0.28,145.92,54.99,508.95,,3.96,-1.34,-0.34,-151.85,395.6,-60.46,,42.85,35.0,240.82,1.0
10.23,18.05,6.43,1.88,1.89,2.12,228.85,1.08,75.13,20.8,0.43,0.76,1.76,42.09,43.31,23.63,4.46,7.99,20.03,82.46,1.0
6.3,10.72,,0.47,1.96,1.96,103.76,57.35,38.51,,0.41,0.7,1.7,83.3,41.17,22.78,2.34,0.0,15.28,59.08,1.0
13.72,14.67,,14.13,15.47,15.47,221.73,19.0,14.18,,0.06,0.07,1.07,31.21,6.49,211.52,,0.0,8.01,30.58,1.0
-144.72,-5411.54,-153.03,0.0,0.03,0.03,384.9,11.75,370.49,,97.33,3639.23,37.39,-144.72,97.33,-28.68,0.03,0.0,0.0,0.0,1.0
-8.81,-11.31,,4.53,4.53,4.53,,,,,0.22,0.28,1.28,-8.81,22.1,-39.86,,0.0,,0.0,1.0
0.67,7.32,0.49,0.09,0.37,0.45,267.42,66.7,233.93,20.12,0.91,9.96,10.96,9.99,90.87,5.95,0.15,2.42,6.85,57.16,1.0
11.26,13.27,,0.44,6.79,6.79,542.61,478.93,76.42,0.3,0.15,0.18,1.18,26.1,15.17,105.32,27.23,0.0,15.78,30.51,1.0
4.68,23.21,,0.03,1.3,1.3,296.24,287.18,203.01,,0.8,3.96,4.96,13.88,79.85,7.45,,10.48,6.11,40.32,1.0
8.24,15.1,5.9,13.12,13.94,13.94,260.54,4.34,5.29,,45.41,83.18,1.83,8.24,45.41,44.99,1.37,0.0,0.0,0.0,1.0
3.46,44.27,3.16,0.2,1.03,1.03,331.97,200.44,232.36,,0.92,11.78,12.78,11.09,92.17,4.89,1.07,3.03,6.95,52.65,1.0
5.0,37.12,,0.49,1.16,1.16,4569.46,2595.93,3909.99,,0.87,6.42,7.42,5.0,86.52,5.78,,0.0,0.0,0.0,1.0
49.76,62.0,28.91,4.43,4.44,5.07,211.47,0.39,41.27,25.8,0.2,0.25,1.25,62.96,19.73,252.15,,0.0,7.67,16.18,1.0
14.27,52.35,5.17,0.65,1.39,1.39,131.8,68.84,11.02,,0.73,2.67,3.67,72.05,72.73,19.62,,63.74,20.92,73.18,1.0
10.46,60.9,5.84,0.08,1.11,1.34,105.56,119.97,116.9,27.51,0.83,4.82,5.82,68.2,82.83,13.19,1.77,0.0,22.74,-75.01,1.0
-6.43,-12.07,-2632200.0,0.28,0.58,3.91,149034704.0,10799280.0,36236520.0,120899160.0,0.47,0.88,1.88,-6.43,46.74,-11.5,14.66,0.0,0.0,0.0,1.0
10.91,25.86,29.15,1.73,1.73,1.73,972.72,,556.12,,0.58,1.37,2.37,10.91,57.81,18.87,,0.0,0.0,0.0,1.0
4.4,8.98,,0.27,0.65,0.65,297.64,57.77,149.89,,50.95,103.89,2.04,10.16,50.95,62.94,0.74,0.0,3.65,11.64,1.0
8.7,11.32,,20.74,20.74,20.74,837.55,,39.94,,4.82,6.28,1.3,8.7,4.82,180.42,,0.0,0.0,0.0,1.0
