feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
27.92,30.31,40.73,12.67,12.7,12.7,530.97,1.29,41.35,,0.08,0.09,1.09,27.92,7.87,354.67,,0.0,0.0,0.0,1.0
0.29,0.4,0.18,1.92,2.9,4.61,217.33,41.6,42.45,72.32,0.26,0.34,1.34,55.55,25.6,2.6,8.75,0.0,32.99,95.76,1.0
3.44,7.13,,1.68,1.93,1.93,380.78,49.18,195.02,,0.52,1.07,2.07,3.44,51.79,6.64,,0.0,0.0,0.0,1.0
0.02,0.28,,27.6,29.67,29.67,13887.1,444.15,214.48,,0.92,11.81,12.81,0.02,92.2,0.02,1.83,0.0,0.0,0.0,1.0
4.38,8.83,13.55,0.72,1.01,1.19,1126.49,166.39,557.99,99.03,50.43,101.72,2.02,4.38,50.43,21.41,1.24,0.0,0.0,0.0,1.0
-0.35,-2.12,-0.75,0.01,0.09,1.1,783.74,42.29,550.46,598.04,0.84,5.13,6.13,5.56,83.68,8.44,1.44,5.22,12.71,40.21,1.0
0.45,0.62,0.9,3.71,3.71,3.71,731.29,,195.1,,26.97,36.94,1.37,0.45,26.97,1.67,,0.0,0.0,0.0,1.0
31.86,45.39,31.85,2.14,3.58,3.58,363.77,145.25,100.41,,0.3,0.42,1.42,31.86,29.79,106.96,,0.0,0.0,0.0,1.0
12.11,12.99,42.07,1.68,14.69,14.69,1264.95,1107.62,85.19,,0.07,0.07,1.07,12.11,6.81,177.8,,0.0,0.0,0.0,1.0
-2.38,-58.23,-6.97,8.66,36.69,45.42,371.48,649.91,23.18,202.36,95.91,2343.67,24.44,-2.38,95.91,-2.48,,0.0,0.0,0.0,1.0
1.9,11.82,1.72,0.08,1.13,1.13,330.2,252.69,240.36,1.1,0.84,5.22,6.22,1.9,83.92,11.15,1.58,0.0,0.0,0.0,1.0
4.07,416.05,3.97,0.32,0.39,0.46,354.65,14.28,317.62,21.26,0.99,101.19,102.19,12.13,99.02,28.3,0.15,0.0,7.85,18.88,1.0
0.21,6.01,0.09,0.07,0.96,1.02,152.46,111.31,106.25,8.73,0.96,27.43,28.43,50.62,96.48,3.98,0.7,13.33,15.34,55.79,1.0
9.3,22.53,6.66,0.67,0.98,1.23,260.66,46.24,91.19,37.93,0.59,1.42,2.42,22.97,58.72,30.08,1.49,23.12,7.21,26.27,1.0
1.01,1.43,,1.68,2.17,2.17,219.09,31.56,63.69,,0.29,0.42,1.42,74.28,29.39,61.64,1.98,0.0,37.99,55.7,1.0
21.7,41.83,4.15,0.6,2.06,2.77,69.64,35.53,24.27,17.09,0.48,0.92,1.93,196.19,47.85,48.4,23.45,0.0,24.96,64.44,1.0
1.04,3.83,0.65,0.19,0.7,0.7,225.79,76.58,79.51,0.55,0.73,2.67,3.67,16.2,72.75,9.3,0.61,31.51,9.4,60.72,1.0
-10.8,100.57,-14.29,0.35,0.68,2.36,481.66,20.6,62.12,104.19,110.74,-1031.25,-9.31,7.9,110.74,-0.29,1.25,0.0,17.92,74.76,1.0
1.71,17.25,1.54,0.0,0.32,0.45,329.36,91.69,212.72,37.64,90.06,910.62,10.11,17.55,90.06,4.76,0.17,24.25,10.57,48.61,1.0
14.12,32.84,7.18,0.59,1.11,1.3,185.0,54.3,104.08,19.33,0.57,1.33,2.33,26.6,57.0,41.0,1.73,0.0,4.59,20.57,1.0
0.05,0.1,0.05,0.11,0.84,1.3,355.17,97.04,90.46,60.41,0.51,1.04,2.05,19.28,51.05,9.27,1.22,17.72,12.98,51.01,1.0
5.15,5.56,5.88,4.59,13.67,15.24,415.84,229.01,25.22,39.52,7.47,8.07,1.08,32.18,7.47,95.67,18.65,0.0,22.48,54.73,1.0
16.26,44.56,10.51,0.6,1.28,1.29,235.18,63.4,93.83,1.16,0.63,1.73,2.74,71.29,63.19,31.01,1.14,0.0,25.47,48.52,1.0
1.81,7.72,,0.37,0.97,0.97,238.36,96.37,161.03,0.15,76.44,325.65,4.26,2.22,76.44,17.75,0.94,0.0,0.2,1.6,1.0
-7.61,-24.63,-3.28,0.39,0.47,0.47,157.2,8.63,107.42,,0.69,2.24,3.24,-7.61,69.12,0.33,0.46,0.0,0.0,0.0,1.0
23.7,74.66,,0.07,0.89,0.89,232.38,130.28,159.77,,0.68,2.15,3.15,88.82,68.25,42.33,0.91,0.0,49.67,56.24,1.0
25.71,65.03,11.27,0.57,1.3,1.3,159.6,64.93,89.32,0.33,0.6,1.53,2.53,45.78,60.46,59.41,1.64,0.0,8.8,22.25,1.0
-54.26,-106.54,-25.57,0.16,1.61,2.13,171.56,85.03,58.43,29.87,0.49,0.96,1.96,-14.57,49.07,-93.34,2.37,0.0,18.71,70.97,1.0
8.01,20.32,11.91,0.98,4.67,14.63,541.21,107.64,29.61,294.93,0.61,1.54,2.54,24.75,60.58,16.93,4.93,0.0,24.89,55.71,1.0
76.77,91.25,,6.3,6.3,6.3,226.21,,35.49,,0.16,0.19,1.19,76.77,15.86,484.01,,0.0,0.0,0.0,1.0
11.89,13.38,15.89,1.72,4.22,4.22,486.33,129.3,18.72,0.35,0.11,0.12,1.12,21.96,11.05,156.38,1.66,6.86,10.06,32.26,1.0
10.06,15.47,9.47,1.39,2.82,3.9,342.7,89.23,62.56,67.43,0.19,0.29,1.54,18.94,18.75,95.44,2.4,0.0,6.21,26.03,1.0
7.42,16.65,3.62,0.49,1.31,2.69,177.68,52.94,65.25,90.49,55.41,124.25,2.24,26.91,55.41,13.4,,0.0,7.17,47.45,1.0
3.98,23.07,7.6,1.19,1.21,1.21,695.9,13.0,569.65,,0.83,4.8,5.8,6.04,82.77,4.8,,0.0,3.95,26.07,1.0
-12.88,-7207.14,-101.71,0.08,0.88,1.0,2874.57,2280.48,2837.9,334.23,1.0,558.57,559.57,-12.88,99.82,-12.9,,0.0,0.0,0.0,1.0
13.11,29.26,5.79,0.22,1.3,1.33,160.89,94.43,66.34,2.79,55.22,123.3,2.23,33.57,55.22,29.85,1.69,13.52,6.64,35.34,1.0
-8.68,-31.3,-2.71,0.27,1.17,1.38,113.54,62.65,59.69,14.12,0.72,2.61,3.61,37.56,72.26,16.16,1.84,8.41,14.42,55.55,1.0
3.9,24.83,1.8,0.14,1.08,1.08,167.42,131.01,139.46,0.0,0.84,5.36,6.36,9.57,84.28,4.99,1.27,0.0,1.61,31.45,1.0
9.55,23.87,6.05,0.66,1.48,1.48,230.37,110.86,135.22,,0.6,1.5,2.5,30.29,59.97,34.45,3.29,0.0,13.12,38.31,1.0
0.29,1.05,0.09,0.18,1.24,1.29,112.33,37.07,34.87,1.5,0.72,2.58,3.58,118.58,72.08,7.75,1.09,36.21,26.52,66.25,1.0
2.17,20.6,6.18,0.57,0.85,0.85,1035.22,254.82,915.91,,89.46,848.61,9.49,2.17,89.46,3.76,0.43,0.0,0.0,0.0,1.0
1.39,3.29,0.37,0.52,1.28,1.38,98.06,41.98,55.35,5.54,0.58,1.38,2.38,2.58,57.91,17.81,2.01,0.0,0.24,18.2,1.0
1.63,2.0,1.94,2.46,5.65,5.78,434.26,232.4,72.93,9.47,0.19,0.23,1.23,24.23,18.73,13.32,56.45,0.0,20.96,67.29,1.0
1.74,12.09,1.44,0.16,0.33,0.85,299.95,41.08,187.94,130.49,0.86,5.94,6.94,28.89,85.59,9.47,0.56,20.74,13.95,46.22,1.0
9.81,11.88,20.83,5.88,6.17,6.43,773.15,20.15,69.95,18.58,0.1,0.12,1.21,20.08,9.56,153.2,2.02,0.0,16.07,28.25,1.0
5.58,5.93,1.33,16.95,16.95,16.95,86.62,,5.05,,0.06,0.06,1.06,39.9,5.9,94.53,,0.0,5.77,50.15,1.0
-11.52,-629.74,,0.53,0.58,0.58,182.75,7.43,166.35,,0.98,53.69,54.69,103.17,98.17,-2.38,0.05,0.0,44.04,76.56,1.0
-2.5,-3.33,-3.37,0.6,2.04,2.9,489.85,76.14,55.23,47.7,15.41,20.5,1.33,25.67,15.41,61.72,1.14,0.0,28.84,53.54,1.0
0.0,0.03,0.0,0.01,0.21,0.52,259.28,40.41,162.06,60.86,0.87,6.49,7.49,26.98,86.64,5.53,0.38,14.65,13.33,53.99,1.0
0.17,0.34,0.07,0.15,0.98,1.73,155.79,57.51,69.06,51.88,0.49,0.98,1.98,80.94,49.39,7.05,5.37,0.0,25.43,68.49,1.0
12.98,23.69,5.93,1.58,1.6,2.18,166.31,1.62,74.09,42.68,0.45,0.83,1.83,76.7,45.21,38.64,29.3,0.0,29.11,72.26,1.0
0.39,7.84,1.39,0.42,4.04,5.18,1315.12,188.67,24.25,71.75,0.95,19.3,20.3,1.89,95.07,5.51,1.27,77.98,4.11,9.84,1.0
-14.75,185.26,-68.83,0.21,0.28,0.61,1698.78,18.57,263.08,87.93,1.08,-13.56,-12.56,-2.07,107.96,-4.68,0.92,0.0,59.19,173.7,1.0
-18.47,-49.27,-7.54,0.64,0.99,1.5,148.66,32.21,90.48,45.41,0.63,1.67,2.67,59.72,62.52,-22.91,4.75,0.0,31.93,112.12,1.0
1.99,24.51,1.03,0.08,1.11,1.11,189.11,145.12,123.38,,0.92,11.31,12.31,19.38,91.87,2.95,1.43,9.42,9.04,79.82,1.0
12.67,14.25,7.5,3.77,9.77,9.77,215.6,130.97,21.82,,0.11,0.12,1.12,87.87,11.08,114.34,,0.0,44.54,80.16,1.0
4.39,14.44,,3.4,6.03,7.11,379.72,50.49,19.2,20.84,69.57,228.65,3.29,25.53,69.57,16.64,1.48,0.0,15.67,44.35,1.0
45.69,52.44,55.78,7.23,7.76,7.76,444.35,30.0,56.61,,0.13,0.15,1.15,45.69,12.88,354.69,,0.0,0.0,0.0,1.0
15.76,30.37,13.8,0.92,1.53,1.53,318.93,92.23,151.8,,0.48,0.93,1.93,15.76,48.13,39.58,1.95,0.0,0.0,0.0,1.0
54.3,64.24,,6.46,6.46,6.46,495.39,,75.79,,0.15,0.18,1.18,54.3,15.47,351.04,,0.0,0.0,0.0,1.0
34.82,71.24,21.94,1.17,1.56,1.56,229.34,42.59,109.28,,0.51,1.05,2.05,85.11,51.12,88.3,1.98,0.0,31.69,46.76,1.0
,,,,,,,,,,,,,,,,,,,,1.0
12.26,13.55,22.59,0.42,5.95,15.16,670.7,91.09,16.47,151.83,0.07,0.08,1.1,32.35,7.24,215.93,1.52,0.0,26.2,38.8,1.0
18.56,62.94,,1.16,3.43,3.43,358.37,149.96,60.72,,70.51,239.09,3.39,29.4,70.51,34.09,2.75,34.38,7.75,22.9,1.0
11.06,13.25,11.77,0.06,4.07,4.6,387.4,217.24,54.78,28.62,0.16,0.2,1.2,19.35,16.37,94.87,2.44,0.0,6.34,22.09,1.0
2.23,9.73,0.97,0.18,0.74,1.04,158.55,39.54,42.2,21.03,0.73,3.17,4.36,24.01,72.68,14.11,0.93,44.48,6.79,51.42,1.0
7.73,15.23,5.34,0.26,1.78,2.0,251.56,171.56,113.39,25.81,0.49,0.97,1.97,91.37,49.27,17.82,6.3,0.0,47.47,71.53,1.0
0.66,-0.5,0.37,0.06,0.42,0.43,204.91,169.38,468.85,4.8,2.32,-1.76,-0.76,8.53,231.55,0.28,,0.0,3.2,47.76,1.0
21.83,23.43,11.16,16.06,14.6,14.6,186.1,-18.38,12.6,,0.07,0.07,1.07,21.83,6.85,318.75,,0.0,0.0,0.0,1.0
3.3,23.86,1.85,0.64,0.67,0.68,204.38,5.36,174.2,2.42,0.86,6.23,7.23,3.3,86.18,24.16,0.33,0.0,0.0,0.0,1.0
16.01,24.54,9.35,3.07,3.78,3.92,212.61,18.87,26.53,3.69,0.35,0.53,1.53,100.94,34.77,100.43,1.73,0.0,49.61,64.93,1.0
44.32,88.46,28.82,1.24,1.58,1.64,236.71,39.36,116.18,7.44,0.5,1.0,2.0,61.01,49.9,92.38,2.72,0.0,7.73,16.95,1.0
11.08,13.89,14.17,0.89,1.32,1.33,465.21,36.64,85.72,0.6,0.2,0.25,1.25,23.15,20.18,71.86,1.08,0.0,11.51,28.02,1.0
78.58,88.4,34.08,7.33,10.78,10.83,157.88,33.81,9.8,0.5,0.11,0.12,1.12,103.43,11.1,804.71,2.85,0.0,10.77,18.41,1.0
6.44,8.84,6.38,2.97,3.67,3.67,182.43,68.3,97.14,,0.27,0.37,1.37,45.18,27.22,23.65,,0.0,38.42,82.16,1.0
7.48,-12.34,2.72,0.16,0.41,0.41,132.18,45.15,180.77,,1.61,-2.65,-1.65,61.91,160.63,14.22,-0.94,0.0,14.24,47.28,1.0
-6.75,-7.14,,12.33,18.45,18.45,,,,,0.05,0.06,1.06,-6.75,5.42,-124.58,,0.0,,,1.0
4.38,9.52,2.34,0.14,1.03,1.82,194.42,78.88,62.81,70.81,0.49,1.06,2.17,15.75,48.82,18.9,3.31,14.21,4.35,38.11,1.0
16.49,20.8,8.43,0.3,2.59,3.9,186.15,70.5,30.76,40.04,0.21,0.26,1.26,55.21,20.74,115.35,2.28,0.0,14.11,69.36,1.0
4.71,6.38,1.74,0.92,1.36,1.89,134.21,11.29,25.71,13.62,0.26,0.35,1.35,87.22,26.16,53.33,1.26,3.44,21.63,60.81,1.0
2.77,6.27,2.86,0.01,0.56,0.85,375.93,72.03,82.83,37.97,0.56,1.27,2.27,27.95,55.86,15.52,0.92,32.34,18.91,51.32,1.0
-0.81,-2.99,-0.94,0.91,1.3,6.78,420.84,8.74,22.52,123.44,0.73,2.69,3.69,22.39,72.93,7.83,1.48,0.0,18.99,54.07,1.0
6.06,8.97,5.99,0.22,2.41,2.85,360.22,245.47,87.82,50.17,32.46,48.07,1.48,67.05,32.46,23.4,6.67,6.85,44.12,-692.52,1.0
4.49,9.49,5.39,0.83,2.23,2.91,436.46,44.94,32.08,21.94,0.37,0.78,2.11,13.8,36.68,47.83,0.89,16.98,7.7,24.99,1.0
16.39,47.83,2.89,0.59,1.04,1.23,64.14,18.71,41.25,7.65,0.66,1.92,2.92,67.06,65.74,32.82,1.71,0.0,6.24,46.33,1.0
17.53,38.93,13.01,0.38,0.64,0.64,270.04,36.38,64.58,,0.55,1.22,2.22,22.49,54.96,42.75,0.71,28.02,2.78,10.22,1.0
20.31,35.72,14.38,0.46,2.38,2.38,257.65,178.6,106.89,,0.43,0.76,1.76,20.31,43.13,47.1,,0.0,0.0,0.0,1.0
3.22,19.08,2.1,0.0,0.29,0.99,237.24,25.96,52.55,63.94,0.83,4.91,5.92,24.95,82.93,19.14,0.98,30.3,10.31,38.3,1.0
12.62,23.7,8.99,0.58,1.23,1.62,259.39,76.51,117.37,45.72,0.47,0.88,1.88,12.62,46.75,52.4,2.11,0.0,0.0,0.0,1.0
10.25,12.28,9.33,0.03,4.18,6.47,331.38,180.69,23.78,110.86,0.17,0.2,1.2,53.09,16.52,68.95,20.2,7.5,28.34,54.27,1.0
23.58,86.79,24.43,0.15,0.82,1.47,348.15,170.99,252.94,165.0,0.73,2.68,3.68,23.58,72.83,32.37,,0.0,0.0,0.0,1.0
-2.37,-3.53,-1.57,0.62,2.06,2.63,242.0,86.24,59.94,34.37,0.33,0.49,1.49,45.24,32.93,1.66,2.17,5.8,22.68,83.09,1.0
20.01,22.7,16.59,6.49,9.39,10.29,301.85,60.82,21.0,19.01,0.12,0.13,1.13,31.86,11.83,247.46,3.74,4.74,7.07,18.34,1.0
-50.76,-89.13,,2.34,2.34,2.34,,,,,0.43,0.76,1.76,-50.76,43.05,-117.89,,0.0,,0.0,1.0
37.23,43.71,60.37,5.34,5.81,5.81,590.32,41.24,86.63,,0.15,0.17,1.17,37.23,14.84,292.0,6.2,0.0,0.0,0.0,1.0
2.81,7.35,1.17,0.01,0.99,1.69,152.07,43.65,44.37,30.93,0.62,1.62,2.62,42.97,61.84,30.81,1.39,0.0,16.78,64.03,1.0
5.27,17.33,3.8,0.54,1.06,1.56,262.08,47.52,91.53,45.98,0.59,1.95,3.29,64.78,59.45,13.42,1.18,10.85,31.47,62.32,1.0
-0.33,-4.68,-6.38,4.57,24.51,24.51,6951.84,4152.15,208.27,,92.86,1300.59,14.01,2.38,92.86,0.92,3.76,0.0,51.88,56.25,1.0
24.91,97.8,,1.01,1.31,1.33,164.29,18.88,62.42,1.13,0.74,2.89,3.93,104.96,73.59,38.38,0.85,15.76,25.86,49.76,1.0
21.53,71.94,2.73,0.01,1.43,1.43,46.16,45.44,31.99,,0.7,2.34,3.34,21.53,70.07,30.73,,0.0,0.0,0.0,1.0
-5.36,-27.67,-2.78,0.15,0.94,2.61,188.48,18.72,17.59,40.29,0.81,4.16,5.16,74.49,80.62,7.49,1.27,6.43,29.19,63.4,1.0
3.65,7.43,3.82,0.38,1.71,1.78,380.88,235.58,173.07,12.53,0.51,1.04,2.04,45.26,50.95,10.2,3.12,1.06,43.54,81.64,1.0
-4.25,12.65,-1.95,0.33,0.48,0.79,166.8,30.86,167.35,65.16,1.34,-3.98,-2.98,1.27,133.6,4.21,,24.0,1.93,17.11,1.0
40.98,79.09,,0.19,1.82,1.82,338.2,263.03,154.18,,48.19,93.0,1.93,51.46,48.19,88.31,4.3,2.09,7.11,-34.95,1.0
10.99,56.02,4.1,0.34,0.79,0.98,135.6,41.45,93.24,18.6,0.8,4.1,5.1,61.96,80.37,21.35,0.84,3.02,13.47,49.97,1.0
0.67,0.92,0.17,2.15,3.74,3.74,89.67,37.7,23.69,,0.27,0.37,1.37,373.26,26.77,2.51,,0.0,91.78,98.98,1.0
16.01,29.99,9.18,0.09,0.63,2.05,208.59,51.38,95.42,136.11,0.47,0.87,1.87,36.25,46.61,39.19,11.28,0.0,8.52,34.19,1.0
24.56,28.85,8.36,9.54,10.26,10.26,123.98,8.66,11.95,,0.15,0.18,1.18,24.56,14.9,164.79,,0.0,0.0,0.0,1.0
11.54,86.28,6.78,0.67,1.11,1.16,213.88,81.53,183.1,7.51,0.87,6.48,7.48,20.97,86.63,13.32,,0.0,5.54,29.42,1.0
12.76,18.92,12.64,0.17,3.07,3.07,360.51,336.69,116.12,,32.57,48.3,1.48,12.76,32.57,39.18,,0.0,0.0,0.0,1.0
16.79,24.38,10.45,0.0,0.32,0.73,226.43,18.71,62.88,25.72,31.13,45.2,1.45,39.43,31.13,84.88,0.87,0.0,9.79,28.77,1.0
17.55,40.67,8.01,0.17,0.46,0.46,166.09,27.65,93.23,,0.57,1.32,2.32,36.93,56.85,65.3,0.59,0.0,8.84,26.59,1.0
9.08,10.79,,3.95,4.85,5.14,206.37,,32.34,9.56,0.16,0.19,1.19,68.74,15.79,68.87,4.65,0.0,24.19,54.86,1.0
23.72,734.7,0.37,0.48,2.41,2.41,5.65,1.49,0.78,,0.97,29.98,30.98,23.72,96.77,49.6,0.5,0.0,0.0,0.0,1.0
12.5,42.52,11.17,0.47,0.53,0.58,325.26,11.05,117.14,11.23,70.59,240.06,3.4,24.86,70.59,33.53,0.55,29.35,7.68,18.82,1.0
16.36,23.92,13.11,1.59,2.57,2.65,291.8,89.2,91.21,7.3,31.6,46.21,1.46,28.51,31.6,74.63,4.23,0.0,9.74,29.31,1.0
0.98,1.78,2.53,1.23,1.63,1.63,939.95,167.59,417.33,,44.95,81.66,1.82,8.14,44.95,19.53,2.06,0.0,13.61,-59.57,1.0
50.94,65.93,54.7,6.0,6.0,6.0,390.87,,64.06,,0.17,0.21,1.29,61.66,16.57,307.41,,0.0,10.56,12.85,1.0
0.74,3.76,0.2,0.02,0.94,0.95,101.12,42.49,41.1,0.39,0.65,3.31,5.1,27.4,64.91,23.5,0.67,17.11,5.56,45.64,1.0
-31.24,-40.66,-27.75,4.25,4.32,4.32,323.25,5.09,74.02,,0.23,0.3,1.3,-31.24,23.15,-134.95,,0.0,0.0,0.0,1.0
-4.47,17.46,-1.11,-0.01,0.08,0.27,90.35,9.94,94.44,20.78,1.26,-4.91,-3.91,17.64,125.59,19.56,-0.38,19.55,5.49,41.69,1.0
24.92,35.02,7.99,2.59,2.94,2.98,116.66,11.58,33.1,1.33,0.29,0.41,1.41,98.01,28.85,92.9,4.91,0.0,16.91,49.77,1.0
0.3,0.36,0.13,1.12,6.07,6.62,154.22,100.67,20.32,11.19,0.13,0.16,1.18,29.28,13.34,22.21,7.23,0.0,8.75,61.11,1.0
8.97,92.21,3.97,0.06,0.78,1.05,161.31,102.63,141.24,38.04,0.9,9.28,10.28,28.08,90.27,15.06,1.53,0.0,5.94,45.91,1.0
3.16,3.39,,15.0,15.15,15.15,2222.01,21.05,144.36,,6.57,7.05,1.07,3.16,6.57,48.13,,0.0,0.0,0.0,1.0
-17.18,-25.67,-9.13,1.38,2.16,3.55,193.45,26.07,33.32,46.36,0.33,0.49,1.49,36.6,33.06,-36.14,2.16,0.0,28.58,110.62,1.0
16.16,29.51,16.78,8.23,9.58,9.58,377.88,39.48,29.34,0.05,0.45,0.83,1.83,16.16,45.23,49.11,3.71,34.05,0.0,0.0,1.0
3.74,6.88,1.87,0.63,2.31,2.5,182.11,62.4,42.04,7.98,0.4,0.75,1.84,64.39,40.5,37.56,1.67,0.0,21.48,58.21,1.0
6.03,8.93,3.42,0.21,1.32,2.07,206.63,65.11,42.4,44.45,0.32,0.48,1.48,26.89,32.47,36.73,1.75,8.13,7.61,36.26,1.0
7.33,15.35,6.71,0.83,0.91,0.96,333.03,14.38,161.09,7.85,0.52,1.09,2.09,44.73,52.26,24.01,0.9,0.0,34.21,70.3,1.0
-11.05,-22.82,,1.79,1.79,1.79,2280.13,,1163.08,,0.52,1.07,2.07,-11.05,51.58,-21.43,6.29,0.0,0.0,0.0,1.0
3.08,12.95,1.76,0.08,0.19,0.28,207.79,7.53,56.81,6.1,67.63,284.16,4.2,77.1,67.63,18.07,0.6,23.87,30.46,60.54,1.0
3.94,23.58,2.52,0.9,1.21,1.21,233.28,35.27,114.25,0.38,0.83,4.99,5.99,3.94,83.31,16.67,1.27,0.0,0.0,0.0,1.0
1.37,50.89,19.95,0.08,0.12,0.7,5294.56,145.98,3691.8,2148.9,0.97,36.11,37.11,1.57,97.31,4.74,0.58,0.0,2.9,3.04,1.0
17.72,18.73,47.35,17.03,17.33,18.5,972.63,15.63,51.99,61.06,0.05,0.06,1.06,17.72,5.41,327.86,,0.0,0.0,0.0,1.0
22.47,46.72,17.06,1.6,1.93,1.93,276.35,46.71,141.78,,0.52,1.08,2.08,30.77,51.91,43.29,,0.0,4.64,17.6,1.0
33.63,37.96,27.27,2.52,4.05,4.19,295.12,50.82,33.23,4.68,0.11,0.13,1.13,37.61,11.39,366.76,1.7,0.0,2.35,5.54,1.0
-9.76,-69.33,-30.29,0.39,0.41,1.17,1129.33,14.72,958.63,724.83,0.86,6.1,7.1,-9.76,85.91,-11.37,,0.0,0.0,0.0,1.0
1.35,34.7,7.54,0.05,0.5,0.5,2026.62,860.99,1921.13,0.67,0.96,24.61,25.61,10.38,96.09,5.55,0.08,0.0,35.76,-31.93,1.0
-1.13,-107.58,-0.81,0.04,0.22,0.62,260.92,34.69,172.69,73.16,0.99,94.48,95.48,46.2,98.95,4.85,0.5,31.71,24.08,60.28,1.0
7.09,36.51,8.08,0.17,0.29,0.29,415.09,42.01,215.19,,0.81,4.15,5.15,27.17,80.58,26.82,0.25,28.16,22.9,43.21,1.0
17.6,20.99,,5.24,8.48,8.48,180.28,68.14,20.98,,0.16,0.19,1.19,39.14,16.17,108.84,,0.0,8.41,32.96,1.0
26.36,28.52,,12.34,14.2,14.2,244.55,31.78,17.03,,0.08,0.08,1.08,108.09,7.56,348.64,,0.0,42.61,59.47,1.0
-2.12,-4.37,-1.2,1.1,1.61,2.17,205.8,29.74,54.79,32.81,0.51,1.05,2.06,11.12,51.26,8.73,1.8,20.5,5.36,62.67,1.0
44.35,54.86,,2.49,4.71,4.71,93.44,33.5,15.09,0.05,0.18,0.22,1.24,236.61,18.0,383.52,3.66,0.0,37.48,52.07,1.0
19.53,22.5,,7.38,7.57,7.57,16.4,0.41,2.14,,0.13,0.15,1.15,340.41,13.21,147.83,,0.0,10.65,68.98,1.0
,,,,,,,,,,,,,,,,,,,,1.0
53.42,73.56,20.46,2.21,3.24,3.24,139.42,38.73,37.74,,0.27,0.38,1.38,53.42,27.37,208.93,6.43,0.0,0.0,0.0,1.0
4.09,12.37,4.21,0.05,1.03,1.25,375.19,151.83,143.29,33.67,0.67,2.02,3.02,14.43,66.94,11.38,1.21,18.37,7.36,33.86,1.0
11.16,43.98,6.73,0.42,1.13,1.18,219.54,83.95,117.38,6.31,0.75,2.94,3.94,43.88,74.62,23.9,1.28,17.93,14.22,42.53,1.0
-37.38,164.82,-12.02,0.09,0.01,0.31,117.05,-11.23,137.78,40.82,122.68,-540.99,-4.41,16.64,122.68,-24.47,-0.36,0.0,17.37,251.1,1.0
31.09,89.45,,0.61,1.53,1.53,588.26,351.52,379.57,,0.65,1.88,2.88,31.09,65.24,47.66,,0.0,0.0,0.0,1.0
2.35,3.62,,54.47,150.62,150.62,,,,,0.35,0.54,1.54,2.35,34.96,6.73,,0.0,,,1.0
1.39,2.97,2.89,0.35,1.37,1.37,754.4,389.99,382.0,,0.53,1.13,2.13,59.16,53.12,2.62,1.64,0.0,119.72,147.08,1.0
-0.2,-0.82,-0.26,0.1,0.38,1.3,458.33,60.55,213.68,196.63,70.18,281.89,4.02,15.36,70.18,11.39,1.24,0.02,14.03,45.9,1.0
16.05,24.14,,1.39,1.39,1.39,496.2,,164.56,,33.53,50.45,1.5,29.63,33.53,102.31,1.25,0.0,17.72,23.34,1.0
-34.85,-221.88,-43.21,1.11,1.69,1.69,451.3,35.99,95.66,,0.84,5.37,6.37,-34.85,84.29,-34.46,1.23,0.0,0.0,0.0,1.0
4.99,6.99,3.1,0.13,1.94,2.06,226.29,84.54,46.62,5.28,0.29,0.4,1.4,55.41,28.55,37.63,1.37,5.69,24.14,61.0,1.0
35.27,42.0,12.57,2.98,6.35,6.35,129.74,62.98,18.69,,0.16,0.19,1.19,76.57,16.02,223.22,11.4,0.0,11.19,35.41,1.0
32.09,70.81,,0.81,1.81,1.83,811.63,443.23,438.95,6.04,0.55,1.21,2.21,32.09,54.68,58.69,,0.0,0.0,0.0,1.0
-0.65,-1.13,-0.59,0.02,0.38,0.51,330.74,44.13,121.9,15.75,42.77,74.72,1.75,30.87,42.77,11.5,0.76,0.0,20.24,61.05,1.0
26.52,38.22,11.62,2.57,3.41,3.41,159.43,23.7,34.04,,0.31,0.44,1.44,119.55,30.61,101.92,2.96,0.56,40.74,71.66,1.0
11.73,12.41,22.92,7.49,15.51,21.67,711.44,87.56,10.92,67.19,0.06,0.06,1.06,23.2,5.54,327.34,1.48,0.0,15.82,27.18,1.0
-8.29,-11.82,-18.62,1.91,1.91,4.93,817.32,,162.37,490.59,0.3,0.42,1.42,-8.29,29.81,-27.83,,0.0,0.0,0.0,1.0
15.08,23.73,5.34,0.1,1.07,1.99,128.91,35.75,37.63,34.58,0.36,0.57,1.57,46.27,36.45,64.03,1.63,0.0,8.08,37.7,1.0
-43.09,343.03,-40.99,0.37,0.62,0.89,346.24,95.24,383.0,104.41,1.13,-8.96,-7.96,-5.25,112.56,-38.28,,0.0,35.99,-1101.15,1.0
29.78,44.02,17.51,2.14,2.21,2.21,214.01,4.59,67.44,,32.34,47.81,1.48,29.8,32.34,92.07,2.31,0.0,0.01,0.07,1.0
0.25,0.34,0.34,0.01,0.47,1.33,505.6,64.08,137.2,117.17,0.28,0.38,1.38,8.65,27.63,13.1,1.14,0.0,8.35,48.47,1.0
5.51,6.62,3.97,1.01,1.98,3.48,262.37,36.19,37.43,56.12,0.17,0.2,1.2,20.89,16.67,70.29,1.71,0.0,7.88,36.49,1.0
18.75,28.38,5.07,1.25,2.91,3.09,98.38,47.8,25.35,5.33,0.34,0.51,1.51,137.43,33.9,66.93,8.41,3.62,22.74,56.55,1.0
